,ls_bbox_area,ls_other_id,image_INT_id,category_id,X_TOP_LEFT_x1,ls_x2,ls_y1,Y_BOTTOM_RIGHT_y2
86,76462.66974999999,49615,227044,17,121.03,635.17,40.86,429.83000000000004
87,14450.485199999997,49758,530099,17,161.29,428.23,179.03,299.19
88,40249.82545,49884,223747,17,39.78,483.78,222.8,370.0
89,38731.4308,49931,312340,17,139.84,406.72,111.51,343.66
90,23516.378050000003,50420,209747,17,170.88,341.01,59.71,283.05
91,13397.666899999995,50497,153217,17,17.2,160.22,315.05,489.25
92,26778.524350000003,50690,558073,17,122.43,364.78,111.29,308.6
93,64620.48084999998,51419,47121,17,325.16,640.0,71.23,393.29
94,9421.973400000003,51451,176778,17,264.39,337.78999999999996,397.8,640.0
95,17439.976849999995,51485,568690,17,130.75,287.65999999999997,181.68,324.82
96,2761.1212499999997,51885,176857,17,217.33,263.84000000000003,139.78,221.17000000000002
97,27540.280100000004,52282,107087,17,49.69,260.21000000000004,83.53,347.53999999999996
98,3279.9993000000018,52654,491216,17,179.73,270.91999999999996,423.32,516.01
99,48159.0567,52697,260925,17,70.5,566.05,236.11,426.87
100,71184.80494999996,52709,304560,17,0.0,452.3,101.15,420.58000000000004
101,19957.804550000004,52833,327769,17,201.47,452.39,116.07,259.85
102,1200.7044,53299,7386,18,180.91,219.31,281.14,326.62
103,3310.1459500000014,54220,17178,19,374.97,433.33000000000004,173.6,267.26
104,1046.4270500000005,54251,261888,19,283.64,314.65999999999997,233.67,292.05
105,44573.419250000006,54937,29187,19,211.18,463.55,83.42,467.77000000000004
106,16368.687950000001,56874,368335,19,154.48,267.59,218.62,488.97
107,2554.3836499999984,57131,17178,19,328.04,377.52000000000004,160.9,260.78
108,699.6779500000007,57276,367680,19,140.57,174.10999999999999,148.8,208.92000000000002
109,9950.6408,57569,234807,19,129.11,216.81,218.26,408.64
110,1147.7646500000003,57620,261888,19,240.3,269.88,230.71,293.21000000000004
111,54666.50675,57996,507975,19,2.06,424.26,70.19,439.74
112,921.3810500000001,58138,17178,19,256.27,313.96,201.32,234.41
113,15650.589199999999,58242,507975,19,242.01,468.17999999999995,69.13,467.3
114,943.4261,58916,17178,19,458.11,511.70000000000005,175.37,211.42000000000002
115,28810.6973,60301,234807,19,511.26,640.0,168.52,461.53
116,2064.8586,60611,234807,19,3.17,86.94,238.5,291.1
117,3827.00015,61543,338304,20,168.9,243.45,413.03,517.05
118,15380.160700000006,63970,338304,20,65.0,235.39,473.44,640.0
119,11724.7052,64835,338304,20,191.3,335.08000000000004,422.49,598.03
120,3912.7804,65807,338304,20,88.82,207.22,387.02,488.74
121,1463.3627999999992,70383,555050,21,221.72,277.54,170.33,223.45000000000002
122,8033.763,70836,206135,21,38.71,120.43,304.3,455.91
123,5299.579449999998,71700,206135,21,172.18,233.89000000000001,302.22,439.78000000000003
124,5428.248549999998,73242,206135,21,116.64,175.87,307.91,440.94000000000005
125,5731.702900000002,73908,206135,21,232.28,300.87,297.15,435.67999999999995
126,271.45039999999995,78795,117914,44,16.07,29.490000000000002,245.79,273.58
127,335.5908000000011,78863,465129,44,578.17,590.26,333.86,368.79
128,505.44805000000036,79139,306733,44,586.23,602.38,324.18,363.11
129,4776.439799999999,79459,506310,44,46.72,122.49,252.43,367.37
130,5279.6164,79569,319696,44,361.7,413.43,90.14,222.31
131,8386.630100000004,79571,501523,44,461.42,547.1,6.19,144.52
132,41343.12334999998,79735,102707,44,323.77,479.07,186.89,592.26
133,599.3265500000001,79865,435880,44,479.17,497.27000000000004,87.75,132.86
134,343.0396999999999,79889,442009,44,0.0,14.12,210.46,243.57
135,497.00744999999984,80016,519569,44,141.4,153.5,306.52,360.86
136,792.4303000000002,80071,178028,44,89.91,109.25999999999999,302.87,353.72
137,504.14690000000024,80087,446574,44,205.67,222.60999999999999,35.33,80.85
138,386.20535000000007,80154,290768,44,264.59,275.78999999999996,150.25,192.56
139,675.7468499999997,80188,182611,44,236.03,255.47,249.58,292.21000000000004
140,251.16144999999943,80198,266206,44,255.05,265.89,300.37,332.02
141,5705.89805,80293,228214,44,123.98,188.87,384.72,553.7
142,1605.7768999999985,80342,453302,44,60.72,269.76,30.31,238.37
143,1408.2552000000007,80352,293390,44,392.28,419.15,21.21,90.91999999999999
144,1940.9472000000005,80495,384808,44,20.63,45.019999999999996,253.93,348.23
145,5534.27875,80561,512476,44,81.29,133.72,157.38,294.54999999999995
146,560.85975,80610,425226,44,230.78,274.5,366.42,393.90000000000003
147,524.6394000000005,80644,292005,44,185.17,202.26,465.61,510.81
148,404.1564499999999,80785,10363,44,147.18,159.84,28.8,66.41
149,507.41679999999945,80856,425226,44,326.36,342.16,0.35,41.72
150,512.9055500000005,80979,480122,44,132.49,153.09,233.2,264.09999999999997
151,6353.695699999995,80989,419974,44,337.22,420.45000000000005,375.89,532.3
152,270.09304999999983,81241,262440,44,58.06,71.46000000000001,362.48,390.94
153,1408.6969999999994,81272,226984,44,177.3,205.25,213.8,286.63
154,889.7253000000002,81517,197796,44,213.38,229.45999999999998,96.46,171.18
155,1110.4905500000002,81729,226984,44,129.48,157.12,199.97,255.25
156,455.5799999999998,82291,500464,44,264.63,278.39,323.91,370.71000000000004
157,1152.1179500000003,82378,481386,44,41.03,86.14,472.49,510.3
158,1481.3806499999994,82445,397133,44,217.62,256.61,240.54,298.28999999999996
159,4570.4490000000005,82449,327769,44,114.22,168.14,11.42,138.44
160,635.4227000000001,82527,425226,44,299.65,321.41999999999996,2.09,44.269999999999996
161,5728.017,82692,506310,44,32.37,86.64,86.12,219.45000000000002
162,148.3812,82960,173302,44,573.46,581.88,223.63,247.91
163,1316.8782499999995,83100,491216,44,323.54,350.88,572.77,640.0
164,266.1268000000002,83117,419974,44,63.85,76.35,234.5,269.65999999999997
165,646.9043999999997,83267,266206,44,262.68,287.15,283.13,328.24
166,583.9967,83361,354072,44,51.49,70.52000000000001,284.99,327.67
167,869.7820500000003,83647,523100,44,185.76,212.92,119.78,167.82999999999998
168,1440.6512500000006,83689,61471,44,181.23,208.67,86.28,159.81
169,187.9200000000001,83951,62025,44,192.77,202.61,280.24,304.24
170,948.2187499999992,84025,84241,44,434.0,455.59,38.54,99.85
171,1261.2743000000005,84174,569917,44,161.16,201.87,316.74,407.25
172,343.0645,84389,547816,44,88.26,99.78,409.12,443.18
173,399.13244999999966,84680,222825,44,173.15,185.48000000000002,346.83,383.95
174,221.28244999999976,84751,74209,44,171.43,181.38,197.48,223.79
175,6139.915650000001,84950,239627,44,389.58,464.63,0.02,111.94
176,164.47675000000015,85117,74209,44,163.04,170.57999999999998,193.97,223.04
177,5106.152250000001,85342,239627,44,464.65,553.72,0.98,106.58
178,672.7509000000006,85583,195165,44,376.09,394.66999999999996,243.88,289.67
179,1383.8333500000006,85593,302760,44,214.56,240.09,110.55,190.24
180,5077.0615499999985,85826,492878,44,53.54,121.24000000000001,337.71,454.53
181,837.3645500000001,85833,186632,44,412.89,440.21999999999997,388.41,439.67
182,371.52274999999986,86180,175364,44,240.6,255.7,57.91,92.53999999999999
183,75.23279999999993,86367,173302,44,594.28,601.0,231.74,245.16
184,8074.2548000000015,86538,506310,44,2.87,92.85000000000001,273.28,414.94999999999993
185,91.80415000000008,86642,173302,44,435.32,442.81,178.03,191.89
186,576.1847000000002,86871,435880,44,460.05,479.94,90.36,135.62
187,585.1373000000001,86953,438774,44,12.46,29.02,158.67,209.6
188,431.4809999999995,87421,351362,44,392.24,409.64,388.66,423.07000000000005
189,349.90409999999997,87649,90108,44,214.42,230.35999999999999,224.25,256.59000000000003
190,253.75610000000015,87679,175364,44,232.87,244.97,116.4,142.89000000000001
191,2463.144849999999,87722,485424,44,377.21,416.64,304.81,386.03
192,538.3630999999999,87864,530836,44,341.01,358.78,279.53,315.45
193,496.17154999999997,88275,447169,44,71.3,87.35,0.0,43.93
194,1904.3808000000004,88347,523100,44,153.77,187.13,86.61,178.3
195,185.00235000000004,88497,177934,44,571.23,580.89,283.43,308.03000000000003
196,1818.5901,88540,284623,44,176.36,224.07000000000002,148.36,217.49
197,71.6987999999993,88676,40471,44,302.98,308.96000000000004,325.68,339.33
198,2039.8772500000039,88785,7574,44,501.24,533.2,306.49,389.13
199,122.68195000000043,89267,40471,44,309.15,317.90999999999997,323.63,339.51
200,327.21779999999916,89346,195165,44,344.44,353.54,186.35,230.29
201,680.0320000000005,89742,455597,44,466.01,493.0,159.6,207.53
202,208.62484999999978,89757,557172,44,493.52,503.01,310.8,338.54
203,522.5802,90223,425226,44,286.47,305.04,0.67,50.39
204,2707.4457999999995,90507,227044,44,7.65,74.35000000000001,0.63,44.800000000000004
205,534.1979000000016,90520,306733,44,571.56,587.9799999999999,322.61,362.98
206,109.20515000000036,90774,62025,44,224.48,231.73999999999998,280.45,303.15
207,6185.7348999999995,90797,47121,44,77.64,136.72,106.41,251.92
208,1359.0409999999997,90913,7574,44,483.34,510.64,299.06,381.47
209,252.97484999999944,91059,308799,44,243.36,253.26000000000002,224.27,254.91000000000003
210,752.2592500000002,91162,292005,44,219.43,237.16,454.47,503.76000000000005
211,528.7434999999996,91192,229358,44,198.7,215.79,75.65,118.95
212,806.1214000000001,91235,292005,44,201.81,220.65,453.48,508.34000000000003
213,1841.0264999999997,91660,306733,44,96.0,136.27,362.42,425.42
214,1675.92785,91994,197796,44,282.1,304.47,61.41,169.25
215,4410.5434000000005,92010,302760,44,426.31,480.7,262.52,375.0
216,1285.2313000000001,92109,455597,44,531.66,563.41,162.29,211.14999999999998
217,165.00064999999984,92265,40471,44,317.95,327.2,319.61,340.12
218,361.29425000000026,92275,210855,44,357.51,370.98,233.52,270.26
219,394.2061999999993,92397,491216,44,306.92,324.82,191.31,243.61
220,145.09700000000012,92633,308799,44,222.06,231.02,233.4,255.6
221,270.38084999999984,92641,34760,44,193.98,206.48,299.56,329.03
222,253.85819999999984,92724,45229,44,59.13,71.83,189.49,219.98000000000002
223,1280.3639499999995,93122,197796,44,312.48,337.43,57.63,155.96
224,781.0032499999999,93409,229311,44,365.15,385.09,198.84,263.12
225,163.35444999999973,93463,241602,44,545.35,552.15,224.3,253.77
226,161.4805499999999,93623,241602,44,539.35,547.57,224.0,253.18
227,695.6756499999996,93835,425226,44,230.87,249.62,4.37,53.71
228,1890.7372,94226,197796,44,116.33,153.26,120.66,206.55
229,160.61980000000057,94370,308799,44,253.48,261.92,235.43,258.3
230,403.1350499999998,94708,210855,44,345.94,359.7,235.71,271.25
231,63.467700000000015,94723,308799,44,222.57,229.01,224.56,239.09
232,243.27295000000032,95194,40471,44,326.96,338.76,316.7,340.31
233,239.18635000000006,95246,442009,44,13.19,26.740000000000002,182.04,207.91
234,224.71229999999986,95923,51598,44,100.66,115.61,319.13,346.42
235,290.70115000000015,96220,109976,44,177.26,189.78,143.85,179.06
236,122.77055000000001,96894,109976,44,172.05,179.09,154.36,178.03000000000003
237,816.5232,98245,555050,63,470.47,500.0,201.71,237.65
238,40114.03805000001,100906,186980,62,45.42,242.24,287.66,631.74
239,546.375,100948,37777,62,26.5,88.0,215.25,229.75
240,518.1605000000001,100995,419974,62,176.62,192.62,307.13,362.78999999999996
241,348.6345499999999,101212,555050,62,339.64,358.4,201.11,232.21
242,379.13390000000015,101248,555050,62,358.25,377.27,200.89,231.42
243,10850.27245,101280,575970,62,278.11,384.21000000000004,314.78,474.43999999999994
244,8773.193050000002,101424,186980,62,233.23,358.18,262.85,519.6800000000001
245,5890.582150000003,101686,441247,62,221.7,301.35,220.73,347.73
246,2495.050199999998,101996,136355,62,362.44,406.71,235.86,421.24
247,2420.9983999999986,102047,93437,62,432.45,500.76,169.84,261.28
248,394.875,102453,37777,62,116.5,166.5,189.57,215.07
249,6759.617199999998,102658,440475,62,293.22,406.84000000000003,306.6,386.32000000000005
250,5236.6246999999985,103159,136355,62,46.11,141.1,254.31,421.24
251,308.7857499999994,103990,555050,62,317.85,341.39000000000004,200.82,231.29
252,523.4421500000002,104284,136355,62,180.68,210.58,223.58,263.46000000000004
253,2056.4459500000007,104406,441247,62,290.65,344.22999999999996,202.01,327.35
254,3745.9298499999986,104434,525083,62,224.52,295.93,226.91,306.69
255,741.1623000000002,105325,555050,62,470.9,500.0,202.98,236.82
256,73242.19460000002,105597,107087,62,101.23,490.5,0.0,393.87
257,33587.454399999995,105708,435003,62,235.17,640.0,192.52,422.15999999999997
258,871.8601500000005,105773,525083,62,305.12,338.38,227.59,258.44
259,9504.70475,105777,68833,62,405.97,502.67,275.39,436.79999999999995
260,372.5846999999998,105814,555050,62,344.88,362.12,171.62,203.46
261,6017.466,106130,17899,62,4.12,131.85,318.08,440.31
262,2091.5623500000015,106396,93437,62,40.31,99.39,204.26,304.21
263,19001.758950000003,106490,441247,62,25.64,224.36,283.66,418.28000000000003
264,17895.684400000006,106936,274687,62,413.4,571.16,0.0,253.69
265,6206.77985,106956,221708,62,373.0,466.39,266.64,445.64
266,14468.302199999998,107078,221708,62,270.75,384.03,265.14,472.17999999999995
267,2159.2917,108130,93437,62,0.0,26.4,178.56,301.22
268,2208.5101000000013,108544,17899,62,125.06,193.84,256.38,363.5
269,5568.454349999998,108730,221708,62,210.25,285.67,255.88,424.44
270,11264.582099999996,109744,575970,62,428.39,548.13,316.39,466.05999999999995
271,8438.676599999999,109926,575970,62,544.97,640.0,309.7,468.31
272,3926.150250000002,110241,216497,62,333.79,402.23,253.44,387.16999999999996
273,10542.7993,111317,458768,63,48.65,205.37,252.15,348.45
274,1564.2438500000017,111488,555050,63,386.17,458.99,199.17,232.70999999999998
275,17329.874450000003,111496,216497,63,0.0,118.2,259.11,438.99
276,29785.475150000006,111942,554291,63,443.81,640.0,38.89,240.02999999999997
277,55950.19845000001,112811,170099,63,306.7,607.24,247.82,473.49
278,33979.4265,113570,543047,63,0.0,209.18,249.31,472.65
279,31684.64614999999,113621,543047,63,455.73,638.54,235.51,479.66999999999996
280,21884.267650000005,114721,512476,63,483.37,638.44,183.17,389.72
281,17141.205699999995,115035,441247,63,526.12,640.0,189.66,418.53
282,10490.35425,115207,472046,63,286.51,473.78,228.65,312.82
283,4667.658950000001,115472,440475,63,463.44,588.0699999999999,250.69,340.59000000000003
284,752.87485,116550,555050,63,419.35,457.11,172.03,204.78
285,25851.651150000005,118000,216497,67,325.82,595.12,238.56,452.35
286,75889.23274999998,118013,419974,67,94.76,425.75,264.52,629.8399999999999
287,31272.552249999997,118216,529568,67,0.0,229.86,426.95,630.92
288,12883.227350000001,118390,440475,67,211.81,505.01,274.9,409.16999999999996
289,45586.01945,118892,186980,67,15.02,413.15,305.88,628.88
290,3795.8157999999994,119239,221708,67,239.54,445.24,263.8,335.11
291,136955.75629999995,119334,17899,67,0.0,480.0,279.53,632.06
292,54085.6217,119568,397133,67,1.0,347.63,240.24,427.0
293,6174.067000000002,120305,37777,67,79.55,287.91,178.05,226.75
294,2490.5746,121278,419974,67,112.11,194.26999999999998,261.4,350.49
295,112638.2406,122864,182611,67,0.0,478.11,265.91,630.54
296,31661.37445000001,123110,136355,67,74.35,387.82000000000005,249.17,421.98
297,183804.85745,123238,405432,67,1.77,500.0,0.44,375.0
298,39406.31634999998,123498,575970,67,237.25,638.89,257.38,440.2
299,15813.657250000004,123554,525083,67,411.88,615.8199999999999,342.35,428.0
300,47657.62315,123804,554291,67,3.02,640.0,233.89,428.0
301,29845.5,124364,127987,72,310.0,536.0,40.0,234.0
302,426.9120499999995,124742,45596,2,161.52,207.97000000000003,507.18,526.34
303,5510.0601000000015,124800,259830,2,267.73,361.64,444.52,568.5
304,6310.4634,124925,426166,2,105.67,255.60000000000002,172.78,296.3
305,334.55224999999996,124978,309391,2,423.92,452.67,198.7,219.1
306,130867.70564999999,125049,101762,2,41.51,514.4,0.0,344.8
307,58148.943499999994,125105,357737,2,45.42,407.74,136.26,465.55
308,142767.81855000005,125183,274687,2,2.06,640.0,104.26,474.84
309,17359.358400000005,125187,251140,2,172.26,353.58,279.58,464.95
310,49338.20665,125303,370208,2,62.9,443.54999999999995,107.26,335.48
311,53997.261949999964,125514,55022,2,25.74,335.42,145.92,640.0
312,10321.558550000002,125639,135670,2,196.77,301.83000000000004,199.69,373.27
313,42061.80340000001,125686,242287,2,19.23,333.73,383.18,627.64
314,1391.4269500000005,125737,87038,2,253.21,312.8,271.07,332.03999999999996
315,2613.336999999999,125809,251140,2,182.04,215.32,208.36,316.34000000000003
316,2773.9411499999987,125845,577932,2,304.48,341.48,358.19,490.76
317,2495.4965999999968,126309,356387,2,45.29,228.60999999999999,262.82,331.84
318,2908.748599999999,126551,122166,2,87.82,130.14999999999998,357.95,461.46
319,11828.584050000001,126632,441586,2,30.16,233.06,151.72,286.99
320,75545.35185,126642,228436,2,112.3,556.37,170.65,481.63
321,23082.81575,126643,11149,2,198.32,422.95,91.17,272.36
322,9237.729949999997,126658,256941,2,107.77,282.36,226.03,500.0
323,5824.0918,126838,70774,2,261.38,506.79999999999995,173.6,223.64999999999998
324,14098.156199999998,127044,414510,2,147.2,424.55,391.97,483.24
325,10920.429150000005,127103,424162,2,305.56,422.68,230.39,474.33
326,192.48605000000015,127213,210273,2,467.67,502.46000000000004,178.52,195.79000000000002
327,9755.276499999998,127226,507037,2,360.5,538.91,313.09,434.92999999999995
328,3673.4158500000012,127339,350122,2,347.19,415.87,373.51,475.48
329,5522.4575,127567,55022,2,134.33,317.87,165.32,352.48
330,15079.643299999996,127622,38829,2,99.17,283.75,208.68,411.62
331,12745.647050000003,127773,424162,2,481.77,596.28,240.8,480.28
332,34817.857599999996,127813,403565,2,39.1,357.79,318.71,532.1899999999999
333,271179.04425000004,127878,109055,2,2.06,639.66,2.06,473.82
334,3119.993449999997,127960,424162,2,372.16,450.34000000000003,257.65,448.14
335,5765.195099999997,128094,570834,2,275.61,356.13,269.25,417.89
336,71436.89385,128189,174482,2,187.74,498.14,5.84,386.33
337,39890.297049999994,128292,291634,2,40.0,408.28,311.03,571.72
338,8592.1953,128391,38829,2,292.93,427.0,261.56,408.48
339,6355.582400000001,128809,259830,2,338.58,425.0,426.67,579.44
340,20544.949849999994,128846,203317,2,212.86,470.3,211.05,414.81
341,1052.5614000000007,128928,441586,2,395.66,426.92,146.02,224.5
342,5004.2076,128975,169996,2,151.74,260.13,343.74,439.74
343,4441.849350000002,129151,570834,2,323.55,400.83000000000004,265.68,430.13
344,3659.7103500000007,129409,169996,2,399.89,481.36,329.15,427.53999999999996
345,1151.2815999999998,129574,266400,2,72.39,105.6,37.53,113.32000000000001
346,3293.3653999999988,129638,152771,2,335.54,449.06,282.77,367.78999999999996
347,14155.882649999994,129693,261888,2,339.15,528.39,252.42,397.77
348,6357.6571,129728,55022,2,196.82,375.73,153.87,312.9
349,3750.1468000000027,129822,570834,2,355.78,434.78,257.65,419.73
350,3894.61525,129985,395180,2,57.68,103.02000000000001,262.87,446.22
351,1957.6197000000006,130421,488592,2,273.74,323.12,477.66,564.0600000000001
352,3613.8547,130434,70774,2,263.57,465.13,152.85,181.13
353,1320.3895000000007,130608,226417,2,449.5,499.47,191.75,243.69
354,1268.5217499999997,130634,55022,2,325.98,376.76,123.71,240.73
355,4917.955699999999,130736,256941,2,0.0,86.02,250.54,494.62
356,1959.4498999999992,130806,507037,2,178.5,338.35,456.57,480.0
357,3859.6008000000006,130987,55022,2,245.39,357.75,116.33,229.1
358,71388.69649999999,131037,61108,2,117.68,632.77,132.13,478.96999999999997
359,4590.911450000001,131048,488592,2,2.75,105.75,474.64,557.05
360,297.0009999999995,131106,507037,2,132.57,174.72,314.89,341.97999999999996
361,1679.4667500000005,131214,441586,2,536.38,605.37,158.48,202.79
362,1090.2246000000005,131520,570834,2,166.57,196.37,209.33,284.49
363,345.62509999999975,131539,488592,2,168.8,210.06,457.22,483.13000000000005
364,940.9662499999998,131609,570834,2,259.14,288.88,230.44,290.69
365,82289.72025,131723,508602,3,1.85,500.0,251.93,424.45000000000005
366,4469.129750000002,131747,146667,3,581.89,640.0,2.61,99.98
367,35124.98455000001,131776,114770,3,148.2,533.87,139.39,334.39
368,11692.66895,132423,414510,3,195.71,380.76,193.63,287.87
369,1150.3354500000005,132459,226417,3,154.69,198.86,181.13,219.85
370,24530.625,132538,527220,3,3.0,166.0,3.5,158.0
371,11096.267900000004,132577,122166,3,320.0,446.97,292.13,401.55
372,91251.48389999999,133097,78823,3,9.29,475.87,160.0,474.84
373,39632.74260000001,133197,530099,3,113.71,499.19,234.68,369.35
374,1853.6285000000003,133372,329614,3,35.16,127.39999999999999,155.16,191.28
375,5356.425999999999,133800,367680,3,286.51,389.61,167.18,240.60000000000002
376,127879.54269999999,133807,23272,3,0.0,499.46,0.08,371.06
377,1355.3259,134049,177934,3,554.64,601.3,167.69,207.07999999999998
378,15378.006649999998,134075,169996,3,212.53,408.47,303.5,427.9
379,26292.740150000005,134130,78823,3,1.29,187.51999999999998,150.59,411.83000000000004
380,139482.55954999998,134420,167122,3,32.73,640.0,215.81,480.0
381,877.2160500000002,134427,228436,3,29.51,93.52000000000001,151.8,182.71
382,11731.096550000002,134706,498286,3,429.31,618.62,336.21,420.0
383,15005.299,134902,67213,3,220.36,459.77,329.98,409.66
384,622.8114,134906,138639,3,430.09,466.45,328.52,350.01
385,9071.85025,134920,296649,3,427.91,640.0,329.25,422.52
386,3153.91145,134933,177934,3,298.73,373.83000000000004,170.1,230.29
387,360.0745500000001,135157,138639,3,389.24,417.52,327.63,348.49
388,764.5663499999991,135222,177934,3,425.11,465.13,163.46,203.77
389,28786.120799999997,135232,17207,3,482.06,638.63,82.4,318.28
390,28578.16005,135259,368335,3,264.83,411.0,202.76,466.21
