,image_INT_id,coco_remote_url,image_jpg_file_name,image_local_path
184,453860,http://images.cocodataset.org/val2017/000000453860.jpg,000000453860.jpg,./coco_val_images_2017/val2017/000000453860.jpg
185,500257,http://images.cocodataset.org/val2017/000000500257.jpg,000000500257.jpg,./coco_val_images_2017/val2017/000000500257.jpg
186,113403,http://images.cocodataset.org/val2017/000000113403.jpg,000000113403.jpg,./coco_val_images_2017/val2017/000000113403.jpg
187,125062,http://images.cocodataset.org/val2017/000000125062.jpg,000000125062.jpg,./coco_val_images_2017/val2017/000000125062.jpg
188,375015,http://images.cocodataset.org/val2017/000000375015.jpg,000000375015.jpg,./coco_val_images_2017/val2017/000000375015.jpg
189,334719,http://images.cocodataset.org/val2017/000000334719.jpg,000000334719.jpg,./coco_val_images_2017/val2017/000000334719.jpg
190,134112,http://images.cocodataset.org/val2017/000000134112.jpg,000000134112.jpg,./coco_val_images_2017/val2017/000000134112.jpg
191,283520,http://images.cocodataset.org/val2017/000000283520.jpg,000000283520.jpg,./coco_val_images_2017/val2017/000000283520.jpg
192,31269,http://images.cocodataset.org/val2017/000000031269.jpg,000000031269.jpg,./coco_val_images_2017/val2017/000000031269.jpg
193,319721,http://images.cocodataset.org/val2017/000000319721.jpg,000000319721.jpg,./coco_val_images_2017/val2017/000000319721.jpg
194,165351,http://images.cocodataset.org/val2017/000000165351.jpg,000000165351.jpg,./coco_val_images_2017/val2017/000000165351.jpg
195,347265,http://images.cocodataset.org/val2017/000000347265.jpg,000000347265.jpg,./coco_val_images_2017/val2017/000000347265.jpg
196,414170,http://images.cocodataset.org/val2017/000000414170.jpg,000000414170.jpg,./coco_val_images_2017/val2017/000000414170.jpg
197,231508,http://images.cocodataset.org/val2017/000000231508.jpg,000000231508.jpg,./coco_val_images_2017/val2017/000000231508.jpg
198,389381,http://images.cocodataset.org/val2017/000000389381.jpg,000000389381.jpg,./coco_val_images_2017/val2017/000000389381.jpg
199,118921,http://images.cocodataset.org/val2017/000000118921.jpg,000000118921.jpg,./coco_val_images_2017/val2017/000000118921.jpg
200,21503,http://images.cocodataset.org/val2017/000000021503.jpg,000000021503.jpg,./coco_val_images_2017/val2017/000000021503.jpg
201,785,http://images.cocodataset.org/val2017/000000000785.jpg,000000000785.jpg,./coco_val_images_2017/val2017/000000000785.jpg
202,300842,http://images.cocodataset.org/val2017/000000300842.jpg,000000300842.jpg,./coco_val_images_2017/val2017/000000300842.jpg
203,105014,http://images.cocodataset.org/val2017/000000105014.jpg,000000105014.jpg,./coco_val_images_2017/val2017/000000105014.jpg
204,261982,http://images.cocodataset.org/val2017/000000261982.jpg,000000261982.jpg,./coco_val_images_2017/val2017/000000261982.jpg
205,34205,http://images.cocodataset.org/val2017/000000034205.jpg,000000034205.jpg,./coco_val_images_2017/val2017/000000034205.jpg
206,99242,http://images.cocodataset.org/val2017/000000099242.jpg,000000099242.jpg,./coco_val_images_2017/val2017/000000099242.jpg
207,314709,http://images.cocodataset.org/val2017/000000314709.jpg,000000314709.jpg,./coco_val_images_2017/val2017/000000314709.jpg
208,460494,http://images.cocodataset.org/val2017/000000460494.jpg,000000460494.jpg,./coco_val_images_2017/val2017/000000460494.jpg
209,339442,http://images.cocodataset.org/val2017/000000339442.jpg,000000339442.jpg,./coco_val_images_2017/val2017/000000339442.jpg
210,541055,http://images.cocodataset.org/val2017/000000541055.jpg,000000541055.jpg,./coco_val_images_2017/val2017/000000541055.jpg
211,409475,http://images.cocodataset.org/val2017/000000409475.jpg,000000409475.jpg,./coco_val_images_2017/val2017/000000409475.jpg
212,464786,http://images.cocodataset.org/val2017/000000464786.jpg,000000464786.jpg,./coco_val_images_2017/val2017/000000464786.jpg
213,378605,http://images.cocodataset.org/val2017/000000378605.jpg,000000378605.jpg,./coco_val_images_2017/val2017/000000378605.jpg
214,331817,http://images.cocodataset.org/val2017/000000331817.jpg,000000331817.jpg,./coco_val_images_2017/val2017/000000331817.jpg
215,218091,http://images.cocodataset.org/val2017/000000218091.jpg,000000218091.jpg,./coco_val_images_2017/val2017/000000218091.jpg
216,578545,http://images.cocodataset.org/val2017/000000578545.jpg,000000578545.jpg,./coco_val_images_2017/val2017/000000578545.jpg
217,363207,http://images.cocodataset.org/val2017/000000363207.jpg,000000363207.jpg,./coco_val_images_2017/val2017/000000363207.jpg
218,372577,http://images.cocodataset.org/val2017/000000372577.jpg,000000372577.jpg,./coco_val_images_2017/val2017/000000372577.jpg
219,212166,http://images.cocodataset.org/val2017/000000212166.jpg,000000212166.jpg,./coco_val_images_2017/val2017/000000212166.jpg
220,172571,http://images.cocodataset.org/val2017/000000172571.jpg,000000172571.jpg,./coco_val_images_2017/val2017/000000172571.jpg
